"Step","Group: text10-vision0 - evaluation/blimp/irregular_forms","Group: text10-vision0 - evaluation/blimp/irregular_forms__MIN","Group: text10-vision0 - evaluation/blimp/irregular_forms__MAX","Group: text1-vision0 - evaluation/blimp/irregular_forms","Group: text1-vision0 - evaluation/blimp/irregular_forms__MIN","Group: text1-vision0 - evaluation/blimp/irregular_forms__MAX","Group: text1-vision100 - evaluation/blimp/irregular_forms","Group: text1-vision100 - evaluation/blimp/irregular_forms__MIN","Group: text1-vision100 - evaluation/blimp/irregular_forms__MAX","Group: text1-vision10 - evaluation/blimp/irregular_forms","Group: text1-vision10 - evaluation/blimp/irregular_forms__MIN","Group: text1-vision10 - evaluation/blimp/irregular_forms__MAX","Group: text1-vision1 - evaluation/blimp/irregular_forms","Group: text1-vision1 - evaluation/blimp/irregular_forms__MIN","Group: text1-vision1 - evaluation/blimp/irregular_forms__MAX","Group: text10-vision1 - evaluation/blimp/irregular_forms","Group: text10-vision1 - evaluation/blimp/irregular_forms__MIN","Group: text10-vision1 - evaluation/blimp/irregular_forms__MAX","Group: text10-vision10 - evaluation/blimp/irregular_forms","Group: text10-vision10 - evaluation/blimp/irregular_forms__MIN","Group: text10-vision10 - evaluation/blimp/irregular_forms__MAX","Group: text10-vision100 - evaluation/blimp/irregular_forms","Group: text10-vision100 - evaluation/blimp/irregular_forms__MIN","Group: text10-vision100 - evaluation/blimp/irregular_forms__MAX"
"130","58.72999954223633","48.349998474121094","69.11000061035156","56.28499984741211","51.70000076293945","60.869998931884766","50.7400016784668","50.7400016784668","50.7400016784668","48.2400016784668","48.2400016784668","48.2400016784668","65.23999786376953","65.23999786376953","65.23999786376953","65.80000305175781","65.80000305175781","65.80000305175781","","","","","",""
"131","51.86000061035156","51.86000061035156","51.86000061035156","","","","","","","","","","","","","","","","50.84000015258789","50.84000015258789","50.84000015258789","51.810001373291016","51.810001373291016","51.810001373291016"
"327","55.39499855041504","45.45000076293945","65.33999633789062","56.795000076293945","54.400001525878906","59.189998626708984","","","","","","","","","","","","","","","","","",""
"328","59.900001525878906","59.900001525878906","59.900001525878906","","","","","","","","","","","","","","","","","","","","",""
"332","","","","","","","57.20000076293945","57.20000076293945","57.20000076293945","54.810001373291016","54.810001373291016","54.810001373291016","59.75","59.75","59.75","68.55000305175781","68.55000305175781","68.55000305175781","","","","","",""
"333","","","","","","","","","","","","","","","","","","","58.52000045776367","58.52000045776367","58.52000045776367","55.52000045776367","55.52000045776367","55.52000045776367"
"459","56.029998779296875","55.619998931884766","56.439998626708984","60.78499984741211","59.029998779296875","62.540000915527344","","","","","","","","","","","","","","","","","",""
"460","57.29999923706055","57.29999923706055","57.29999923706055","","","","","","","","","","","","","","","","","","","","",""
"469","","","","","","","53.4900016784668","53.4900016784668","53.4900016784668","55.97999954223633","55.97999954223633","55.97999954223633","62.849998474121094","62.849998474121094","62.849998474121094","61.58000183105469","61.58000183105469","61.58000183105469","","","","","",""
"470","","","","","","","","","","","","","","","","","","","59.290000915527344","59.290000915527344","59.290000915527344","58.41999816894531","58.41999816894531","58.41999816894531"
"656","52.744998931884766","49.2599983215332","56.22999954223633","57.33000183105469","56.08000183105469","58.58000183105469","","","","","","","","","","","","","","","","","",""
"657","58.02000045776367","58.02000045776367","58.02000045776367","","","","","","","","","","","","","","","","","","","","",""
"671","","","","","","","52.41999816894531","52.41999816894531","52.41999816894531","52.2599983215332","52.2599983215332","52.2599983215332","58.97999954223633","58.97999954223633","58.97999954223633","61.68000030517578","61.68000030517578","61.68000030517578","","","","","",""
"672","","","","","","","","","","","","","","","","","","","60.04999923706055","60.04999923706055","60.04999923706055","59.63999938964844","59.63999938964844","59.63999938964844"
"788","54.959999084472656","51.5","58.41999816894531","59.79499816894531","58.41999816894531","61.16999816894531","","","","","","","","","","","","","","","","","",""
"789","57.349998474121094","57.349998474121094","57.349998474121094","","","","","","","","","","","","","","","","","","","","",""
"808","","","","","","","53.7400016784668","53.7400016784668","53.7400016784668","50.7400016784668","50.7400016784668","50.7400016784668","53.59000015258789","53.59000015258789","53.59000015258789","63.04999923706055","63.04999923706055","63.04999923706055","","","","","",""
"809","","","","","","","","","","","","","","","","","","","59.290000915527344","59.290000915527344","59.290000915527344","63.40999984741211","63.40999984741211","63.40999984741211"
"985","60.86499786376953","56.38999938964844","65.33999633789062","63.78999900817871","61.72999954223633","65.8499984741211","","","","","","","","","","","","","","","","","",""
"986","65.55000305175781","65.55000305175781","65.55000305175781","","","","","","","","","","","","","","","","","","","","",""
"1010","","","","","","","55.11000061035156","55.11000061035156","55.11000061035156","46.40999984741211","46.40999984741211","46.40999984741211","57.400001525878906","57.400001525878906","57.400001525878906","66.41000366210938","66.41000366210938","66.41000366210938","","","","","",""
"1011","","","","","","","","","","","","","","","","","","","61.779998779296875","61.779998779296875","61.779998779296875","64.88999938964844","64.88999938964844","64.88999938964844"
"1117","59.670000076293945","58.630001068115234","60.709999084472656","65.11499977111816","61.119998931884766","69.11000061035156","","","","","","","","","","","","","","","","","",""
"1118","69.7699966430664","69.7699966430664","69.7699966430664","","","","","","","","","","","","","","","","","","","","",""
"1147","","","","","","","58.02000045776367","58.02000045776367","58.02000045776367","60.150001525878906","60.150001525878906","60.150001525878906","63.310001373291016","63.310001373291016","63.310001373291016","68.8499984741211","68.8499984741211","68.8499984741211","","","","","",""
"1148","","","","","","","","","","","","","","","","","","","63.560001373291016","63.560001373291016","63.560001373291016","67.68000030517578","67.68000030517578","67.68000030517578"
"1314","60.04999923706055","58.119998931884766","61.97999954223633","66.43499755859375","65.33999633789062","67.52999877929688","","","","","","","","","","","","","","","","","",""
"1315","68.04000091552734","68.04000091552734","68.04000091552734","","","","","","","","","","","","","","","","","","","","",""
"1349","","","","","","","52.060001373291016","52.060001373291016","52.060001373291016","57.959999084472656","57.959999084472656","57.959999084472656","66.20999908447266","66.20999908447266","66.20999908447266","68.8499984741211","68.8499984741211","68.8499984741211","","","","","",""
"1350","","","","","","","","","","","","","","","","","","","66.20999908447266","66.20999908447266","66.20999908447266","70.98999786376953","70.98999786376953","70.98999786376953"
"1446","63.204999923706055","63.04999923706055","63.36000061035156","65.83000183105469","65.5","66.16000366210938","","","","","","","","","","","","","","","","","",""
"1447","64.2699966430664","64.2699966430664","64.2699966430664","","","","","","","","","","","","","","","","","","","","",""
"1486","","","","","","","66.87000274658203","66.87000274658203","66.87000274658203","70.43000030517578","70.43000030517578","70.43000030517578","76.08000183105469","76.08000183105469","76.08000183105469","68.30000305175781","68.30000305175781","68.30000305175781","","","","","",""
"1487","","","","","","","","","","","","","","","","","","","69.66999816894531","69.66999816894531","69.66999816894531","74.5","74.5","74.5"
"1643","73.79000091552734","70.27999877929688","77.30000305175781","71.29999923706055","70.58999633789062","72.01000213623047","","","","","","","","","","","","","","","","","",""
"1644","67.79000091552734","67.79000091552734","67.79000091552734","","","","","","","","","","","","","","","","","","","","",""
"1688","","","","","","","71.08999633789062","71.08999633789062","71.08999633789062","64.88999938964844","64.88999938964844","64.88999938964844","73.94000244140625","73.94000244140625","73.94000244140625","69.7699966430664","69.7699966430664","69.7699966430664","","","","","",""
"1689","","","","","","","","","","","","","","","","","","","73.54000091552734","73.54000091552734","73.54000091552734","75.56999969482422","75.56999969482422","75.56999969482422"
"1775","76.08000183105469","70.94000244140625","81.22000122070312","74.3499984741211","73.02999877929688","75.66999816894531","","","","","","","","","","","","","","","","","",""
"1776","78.2699966430664","78.2699966430664","78.2699966430664","","","","","","","","","","","","","","","","","","","","",""
"1825","","","","","","","69.62000274658203","69.62000274658203","69.62000274658203","68.08999633789062","68.08999633789062","68.08999633789062","78.77999877929688","78.77999877929688","78.77999877929688","73.37999725341797","73.37999725341797","73.37999725341797","","","","","",""
"1826","","","","","","","","","","","","","","","","","","","70.69000244140625","70.69000244140625","70.69000244140625","70.63999938964844","70.63999938964844","70.63999938964844"
"1972","80.04999923706055","78.83000183105469","81.2699966430664","76.54000091552734","76.08000183105469","77","","","","","","","","","","","","","","","","","",""
"1973","79.75","79.75","79.75","","","","","","","","","","","","","","","","","","","","",""
"2027","","","","","","","75.37000274658203","75.37000274658203","75.37000274658203","71.44999694824219","71.44999694824219","71.44999694824219","82.33999633789062","82.33999633789062","82.33999633789062","76.12999725341797","76.12999725341797","76.12999725341797","","","","","",""
"2028","","","","","","","","","","","","","","","","","","","70.79000091552734","70.79000091552734","70.79000091552734","71.5","71.5","71.5"
"2104","81.375","80.51000213623047","82.23999786376953","78.27000045776367","77.30000305175781","79.23999786376953","","","","","","","","","","","","","","","","","",""
"2105","80.25","80.25","80.25","","","","","","","","","","","","","","","","","","","","",""
"2164","","","","","","","80.66000366210938","80.66000366210938","80.66000366210938","75.62000274658203","75.62000274658203","75.62000274658203","83.97000122070312","83.97000122070312","83.97000122070312","74.3499984741211","74.3499984741211","74.3499984741211","","","","","",""
"2165","","","","","","","","","","","","","","","","","","","73.54000091552734","73.54000091552734","73.54000091552734","77.55999755859375","77.55999755859375","77.55999755859375"
"2301","83.79000091552734","83.45999908447266","84.12000274658203","75.36999893188477","74.4000015258789","76.33999633789062","","","","","","","","","","","","","","","","","",""
"2302","80.87000274658203","80.87000274658203","80.87000274658203","","","","","","","","","","","","","","","","","","","","",""
"2366","","","","","","","80.76000213623047","80.76000213623047","80.76000213623047","79.69000244140625","79.69000244140625","79.69000244140625","82.44000244140625","82.44000244140625","82.44000244140625","75.41999816894531","75.41999816894531","75.41999816894531","","","","","",""
"2367","","","","","","","","","","","","","","","","","","","81.37000274658203","81.37000274658203","81.37000274658203","78.12000274658203","78.12000274658203","78.12000274658203"
"2433","84.80999755859375","84.62999725341797","84.98999786376953","76.30999755859375","76.27999877929688","76.33999633789062","","","","","","","","","","","","","","","","","",""
"2434","80.76000213623047","80.76000213623047","80.76000213623047","","","","","","","","","","","","","","","","","","","","",""
"2503","","","","","","","79.9000015258789","79.9000015258789","79.9000015258789","82.04000091552734","82.04000091552734","82.04000091552734","82.5999984741211","82.5999984741211","82.5999984741211","78.41999816894531","78.41999816894531","78.41999816894531","","","","","",""
"2504","","","","","","","","","","","","","","","","","","","82.33999633789062","82.33999633789062","82.33999633789062","83.55999755859375","83.55999755859375","83.55999755859375"
"2630","84.16999816894531","83.55999755859375","84.77999877929688","77.25499725341797","72.87999725341797","81.62999725341797","","","","","","","","","","","","","","","","","",""
"2631","80.51000213623047","80.51000213623047","80.51000213623047","","","","","","","","","","","","","","","","","","","","",""
"2705","","","","","","","78.62999725341797","78.62999725341797","78.62999725341797","79.58999633789062","79.58999633789062","79.58999633789062","79.8499984741211","79.8499984741211","79.8499984741211","78.58000183105469","78.58000183105469","78.58000183105469","","","","","",""
"2706","","","","","","","","","","","","","","","","","","","80.61000061035156","80.61000061035156","80.61000061035156","81.06999969482422","81.06999969482422","81.06999969482422"
"2762","83.46500015258789","82.5999984741211","84.33000183105469","80.53499984741211","79.94999694824219","81.12000274658203","","","","","","","","","","","","","","","","","",""
"2763","78.37000274658203","78.37000274658203","78.37000274658203","","","","","","","","","","","","","","","","","","","","",""
"2842","","","","","","","78.0199966430664","78.0199966430664","78.0199966430664","84.22000122070312","84.22000122070312","84.22000122070312","79.69000244140625","79.69000244140625","79.69000244140625","78.7300033569336","78.7300033569336","78.7300033569336","","","","","",""
"2843","","","","","","","","","","","","","","","","","","","81.9800033569336","81.9800033569336","81.9800033569336","76.83999633789062","76.83999633789062","76.83999633789062"
"2959","84.17499923706055","82.04000091552734","86.30999755859375","78.09000015258789","74.44999694824219","81.7300033569336","","","","","","","","","","","","","","","","","",""
"2960","78.58000183105469","78.58000183105469","78.58000183105469","","","","","","","","","","","","","","","","","","","","",""
"3044","","","","","","","77.66000366210938","77.66000366210938","77.66000366210938","80.61000061035156","80.61000061035156","80.61000061035156","81.9800033569336","81.9800033569336","81.9800033569336","76.33999633789062","76.33999633789062","76.33999633789062","","","","","",""
"3045","","","","","","","","","","","","","","","","","","","82.6500015258789","82.6500015258789","82.6500015258789","84.7300033569336","84.7300033569336","84.7300033569336"
"3091","85.26499938964844","83.55999755859375","86.97000122070312","80.79000091552734","80.05000305175781","81.52999877929688","","","","","","","","","","","","","","","","","",""
"3092","78.68000030517578","78.68000030517578","78.68000030517578","","","","","","","","","","","","","","","","","","","","",""
"3181","","","","","","","78.2699966430664","78.2699966430664","78.2699966430664","79.44000244140625","79.44000244140625","79.44000244140625","77.86000061035156","77.86000061035156","77.86000061035156","76.2300033569336","76.2300033569336","76.2300033569336","","","","","",""
"3182","","","","","","","","","","","","","","","","","","","83.0999984741211","83.0999984741211","83.0999984741211","86.66999816894531","86.66999816894531","86.66999816894531"
"3288","82.5199966430664","82.08999633789062","82.94999694824219","78.98500061035156","75.16999816894531","82.80000305175781","","","","","","","","","","","","","","","","","",""
"3289","78.0199966430664","78.0199966430664","78.0199966430664","","","","","","","","","","","","","","","","","","","","",""
"3383","","","","","","","79.33999633789062","79.33999633789062","79.33999633789062","77.51000213623047","77.51000213623047","77.51000213623047","78.41999816894531","78.41999816894531","78.41999816894531","80.80999755859375","80.80999755859375","80.80999755859375","","","","","",""
"3384","","","","","","","","","","","","","","","","","","","86.11000061035156","86.11000061035156","86.11000061035156","77.86000061035156","77.86000061035156","77.86000061035156"
"3420","84.9900016784668","84.94000244140625","85.04000091552734","77.07500076293945","70.73999786376953","83.41000366210938","","","","","","","","","","","","","","","","","",""
"3421","79.23999786376953","79.23999786376953","79.23999786376953","","","","","","","","","","","","","","","","","","","","",""
"3520","","","","","","","74.19999694824219","74.19999694824219","74.19999694824219","74.86000061035156","74.86000061035156","74.86000061035156","76.44000244140625","76.44000244140625","76.44000244140625","80.80999755859375","80.80999755859375","80.80999755859375","","","","","",""
"3521","","","","","","","","","","","","","","","","","","","84.52999877929688","84.52999877929688","84.52999877929688","81.58000183105469","81.58000183105469","81.58000183105469"
"3617","84.30000305175781","83.66000366210938","84.94000244140625","77.70999908447266","73.79000091552734","81.62999725341797","","","","","","","","","","","","","","","","","",""
"3618","83.91999816894531","83.91999816894531","83.91999816894531","","","","","","","","","","","","","","","","","","","","",""
"3722","","","","","","","73.18000030517578","73.18000030517578","73.18000030517578","78.12000274658203","78.12000274658203","78.12000274658203","80.91999816894531","80.91999816894531","80.91999816894531","84.16999816894531","84.16999816894531","84.16999816894531","","","","","",""
"3723","","","","","","","","","","","","","","","","","","","82.29000091552734","82.29000091552734","82.29000091552734","85.19000244140625","85.19000244140625","85.19000244140625"
"3749","83.63500213623047","82.44000244140625","84.83000183105469","78.95999908447266","77","80.91999816894531","","","","","","","","","","","","","","","","","",""
"3750","81.77999877929688","81.77999877929688","81.77999877929688","","","","","","","","","","","","","","","","","","","","",""
"3859","","","","","","","77.45999908447266","77.45999908447266","77.45999908447266","79.63999938964844","79.63999938964844","79.63999938964844","81.58000183105469","81.58000183105469","81.58000183105469","80.36000061035156","80.36000061035156","80.36000061035156","","","","","",""
"3860","","","","","","","","","","","","","","","","","","","85.9000015258789","85.9000015258789","85.9000015258789","81.31999969482422","81.31999969482422","81.31999969482422"
"3946","83.91500091552734","82.44000244140625","85.38999938964844","78.5250015258789","75.37000274658203","81.68000030517578","","","","","","","","","","","","","","","","","",""
"3947","86.26000213623047","86.26000213623047","86.26000213623047","","","","","","","","","","","","","","","","","","","","",""
"4061","","","","","","","75.56999969482422","75.56999969482422","75.56999969482422","79.33999633789062","79.33999633789062","79.33999633789062","78.93000030517578","78.93000030517578","78.93000030517578","77.3499984741211","77.3499984741211","77.3499984741211","","","","","",""
"4062","","","","","","","","","","","","","","","","","","","84.16999816894531","84.16999816894531","84.16999816894531","79.80000305175781","79.80000305175781","79.80000305175781"
"4078","83.15499877929688","82.29000091552734","84.0199966430664","79.74499893188477","77.25","82.23999786376953","","","","","","","","","","","","","","","","","",""
"4079","84.52999877929688","84.52999877929688","84.52999877929688","","","","","","","","","","","","","","","","","","","","",""
"4198","","","","","","","76.54000091552734","76.54000091552734","76.54000091552734","77.3499984741211","77.3499984741211","77.3499984741211","76.18000030517578","76.18000030517578","76.18000030517578","77.66000366210938","77.66000366210938","77.66000366210938","","","","","",""
"4199","","","","","","","","","","","","","","","","","","","83.05000305175781","83.05000305175781","83.05000305175781","78.58000183105469","78.58000183105469","78.58000183105469"
"4275","81.12000274658203","80.51000213623047","81.7300033569336","79.36000061035156","76.27999877929688","82.44000244140625","","","","","","","","","","","","","","","","","",""
"4276","82.33999633789062","82.33999633789062","82.33999633789062","","","","","","","","","","","","","","","","","","","","",""
"4400","","","","","","","74.66000366210938","74.66000366210938","74.66000366210938","74.05000305175781","74.05000305175781","74.05000305175781","76.58999633789062","76.58999633789062","76.58999633789062","78.58000183105469","78.58000183105469","78.58000183105469","","","","","",""
"4401","","","","","","","","","","","","","","","","","","","84.98999786376953","84.98999786376953","84.98999786376953","81.2699966430664","81.2699966430664","81.2699966430664"
"4407","82.52000045776367","80.55999755859375","84.4800033569336","78.65500259399414","75.83000183105469","81.4800033569336","","","","","","","","","","","","","","","","","",""
"4408","84.58000183105469","84.58000183105469","84.58000183105469","","","","","","","","","","","","","","","","","","","","",""
"4537","","","","","","","75.31999969482422","75.31999969482422","75.31999969482422","78.62999725341797","78.62999725341797","78.62999725341797","","","","76.73999786376953","76.73999786376953","76.73999786376953","","","","","",""
"4538","","","","","","","","","","","","","","","","","","","86.72000122070312","86.72000122070312","86.72000122070312","84.68000030517578","84.68000030517578","84.68000030517578"
"4604","82.09000015258789","80.45999908447266","83.72000122070312","78.80500030517578","75.16999816894531","82.44000244140625","","","","","","","","","","","","","","","","","",""
"4605","82.19000244140625","82.19000244140625","82.19000244140625","","","","","","","","","","","","","","","","","","","","",""
"4668","","","","","","","","","","","","","73.69000244140625","73.69000244140625","73.69000244140625","","","","","","","","",""
"4736","81.76000213623047","80.36000061035156","83.16000366210938","80.13000106811523","77.51000213623047","82.75","","","","","","","","","","","","","","","","","",""
"4737","82.23999786376953","82.23999786376953","82.23999786376953","","","","","","","","","","","","","","","","","","","","",""
"4739","","","","","","","80.41000366210938","80.41000366210938","80.41000366210938","77.70999908447266","77.70999908447266","77.70999908447266","","","","83.30999755859375","83.30999755859375","83.30999755859375","","","","","",""
"4740","","","","","","","","","","","","","","","","","","","82.38999938964844","82.38999938964844","82.38999938964844","78.93000030517578","78.93000030517578","78.93000030517578"
"4870","","","","","","","","","","","","","78.12000274658203","78.12000274658203","78.12000274658203","","","","","","","","",""
"4876","","","","","","","77","77","77","77","77","77","","","","80.45999908447266","80.45999908447266","80.45999908447266","","","","","",""
"4877","","","","","","","","","","","","","","","","","","","85.5999984741211","85.5999984741211","85.5999984741211","82.54000091552734","82.54000091552734","82.54000091552734"
"4933","80.84000015258789","80.51000213623047","81.16999816894531","78.29500198364258","75.62000274658203","80.97000122070312","","","","","","","","","","","","","","","","","",""
"4934","86.30999755859375","86.30999755859375","86.30999755859375","","","","","","","","","","","","","","","","","","","","",""
"5007","","","","","","","","","","","","","78.58000183105469","78.58000183105469","78.58000183105469","","","","","","","","",""
"5065","78.72500228881836","76.79000091552734","80.66000366210938","79.15999984741211","79.12999725341797","79.19000244140625","","","","","","","","","","","","","","","","","",""
"5066","83.30999755859375","83.30999755859375","83.30999755859375","","","","","","","","","","","","","","","","","","","","",""
"5078","","","","","","","75.56999969482422","75.56999969482422","75.56999969482422","78.93000030517578","78.93000030517578","78.93000030517578","","","","79.48999786376953","79.48999786376953","79.48999786376953","","","","","",""
"5079","","","","","","","","","","","","","","","","","","","83.16000366210938","83.16000366210938","83.16000366210938","78.2699966430664","78.2699966430664","78.2699966430664"
"5209","","","","","","","","","","","","","76.79000091552734","76.79000091552734","76.79000091552734","","","","","","","","",""
"5215","","","","","","","77.3499984741211","77.3499984741211","77.3499984741211","75.77999877929688","75.77999877929688","75.77999877929688","","","","79.9000015258789","79.9000015258789","79.9000015258789","","","","","",""
"5216","","","","","","","","","","","","","","","","","","","85.8499984741211","85.8499984741211","85.8499984741211","78.9800033569336","78.9800033569336","78.9800033569336"
"5262","79.43999862670898","77.25","81.62999725341797","78.34500122070312","77.95999908447266","78.7300033569336","","","","","","","","","","","","","","","","","",""
"5263","81.58000183105469","81.58000183105469","81.58000183105469","","","","","","","","","","","","","","","","","","","","",""
"5264","","","","77.95999908447266","77.95999908447266","77.95999908447266","","","","","","","","","","","","","","","","","",""
"5346","","","","","","","","","","","","","77.25","77.25","77.25","","","","","","","","",""
"5394","79.71999740600586","78.41999816894531","81.0199966430664","78.41999816894531","78.41999816894531","78.41999816894531","","","","","","","","","","","","","","","","","",""
"5395","84.88999938964844","84.88999938964844","84.88999938964844","","","","","","","","","","","","","","","","","","","","",""
"5417","","","","","","","77.55999755859375","77.55999755859375","77.55999755859375","76.38999938964844","76.38999938964844","76.38999938964844","","","","81.41999816894531","81.41999816894531","81.41999816894531","","","","","",""
"5418","","","","","","","","","","","","","","","","","","","79.8499984741211","79.8499984741211","79.8499984741211","82.75","82.75","82.75"
"5548","","","","","","","","","","","","","74.25","74.25","74.25","","","","","","","","",""
