"Step","Group: text10-vision0 - evaluation/blimp_average","Group: text10-vision0 - evaluation/blimp_average__MIN","Group: text10-vision0 - evaluation/blimp_average__MAX","Group: text1-vision0 - evaluation/blimp_average","Group: text1-vision0 - evaluation/blimp_average__MIN","Group: text1-vision0 - evaluation/blimp_average__MAX","Group: text1-vision100 - evaluation/blimp_average","Group: text1-vision100 - evaluation/blimp_average__MIN","Group: text1-vision100 - evaluation/blimp_average__MAX","Group: text1-vision10 - evaluation/blimp_average","Group: text1-vision10 - evaluation/blimp_average__MIN","Group: text1-vision10 - evaluation/blimp_average__MAX","Group: text1-vision1 - evaluation/blimp_average","Group: text1-vision1 - evaluation/blimp_average__MIN","Group: text1-vision1 - evaluation/blimp_average__MAX","Group: text10-vision1 - evaluation/blimp_average","Group: text10-vision1 - evaluation/blimp_average__MIN","Group: text10-vision1 - evaluation/blimp_average__MAX","Group: text10-vision10 - evaluation/blimp_average","Group: text10-vision10 - evaluation/blimp_average__MIN","Group: text10-vision10 - evaluation/blimp_average__MAX","Group: text10-vision100 - evaluation/blimp_average","Group: text10-vision100 - evaluation/blimp_average__MIN","Group: text10-vision100 - evaluation/blimp_average__MAX"
"5548","","","","","","","","","","","","","63.787498474121094","63.787498474121094","63.787498474121094","","","","","","","","",""
"5554","","","","","","","65.19833374023438","65.19833374023438","65.19833374023438","63.16999816894531","63.16999816894531","63.16999816894531","","","","68.73416900634766","68.73416900634766","68.73416900634766","","","","","",""
"5555","","","","","","","","","","","","","","","","","","","67.336669921875","67.336669921875","67.336669921875","66.0999984741211","66.0999984741211","66.0999984741211"
"5591","67.89666748046875","67.80833435058594","67.98500061035156","","","","","","","","","","","","","","","","","","","","",""
"5592","69.38999938964844","69.38999938964844","69.38999938964844","","","","","","","","","","","","","","","","","","","","",""
"5685","","","","","","","","","","","","","64.09916687011719","64.09916687011719","64.09916687011719","","","","","","","","",""
"5723","67.31208419799805","66.56500244140625","68.05916595458984","","","","","","","","","","","","","","","","","","","","",""
"5724","67.97750091552734","67.97750091552734","67.97750091552734","","","","","","","","","","","","","","","","","","","","",""
"5756","","","","","","","65.17500305175781","65.17500305175781","65.17500305175781","62.621665954589844","62.621665954589844","62.621665954589844","","","","68.3183364868164","68.3183364868164","68.3183364868164","","","","","",""
"5757","","","","","","","","","","","","","","","","","","","66.75416564941406","66.75416564941406","66.75416564941406","65.93333435058594","65.93333435058594","65.93333435058594"
"5887","","","","","","","","","","","","","64.17333221435547","64.17333221435547","64.17333221435547","","","","","","","","",""
"5893","","","","","","","63.95833206176758","63.95833206176758","63.95833206176758","63.4566650390625","63.4566650390625","63.4566650390625","","","","68.35749816894531","68.35749816894531","68.35749816894531","","","","","",""
"5894","","","","","","","","","","","","","","","","","","","67.10832977294922","67.10832977294922","67.10832977294922","66.70999908447266","66.70999908447266","66.70999908447266"
"5920","67.77000045776367","67.29916381835938","68.24083709716797","","","","","","","","","","","","","","","","","","","","",""
"5921","69.0199966430664","69.0199966430664","69.0199966430664","","","","","","","","","","","","","","","","","","","","",""
"6024","","","","","","","","","","","","","64.5433349609375","64.5433349609375","64.5433349609375","","","","","","","","",""
"6052","67.28041458129883","67.15249633789062","67.40833282470703","","","","","","","","","","","","","","","","","","","","",""
"6053","68.93583679199219","68.93583679199219","68.93583679199219","","","","","","","","","","","","","","","","","","","","",""
"6095","","","","","","","64.05833435058594","64.05833435058594","64.05833435058594","62.82833480834961","62.82833480834961","62.82833480834961","","","","68.35749816894531","68.35749816894531","68.35749816894531","","","","","",""
"6096","","","","","","","","","","","","","","","","","","","67.72000122070312","67.72000122070312","67.72000122070312","66.63333129882812","66.63333129882812","66.63333129882812"
"6226","","","","","","","","","","","","","65.35250091552734","65.35250091552734","65.35250091552734","","","","","","","","",""
"6232","","","","","","","64.38749694824219","64.38749694824219","64.38749694824219","63.962501525878906","63.962501525878906","63.962501525878906","","","","","","","","","","","",""
"6233","","","","","","","","","","","","","","","","68.07166290283203","68.07166290283203","68.07166290283203","67.11666870117188","67.11666870117188","67.11666870117188","66.67833709716797","66.67833709716797","66.67833709716797"
"6249","68.04750061035156","67.93083190917969","68.16416931152344","","","","","","","","","","","","","","","","","","","","",""
"6250","69.59333038330078","69.59333038330078","69.59333038330078","","","","","","","","","","","","","","","","","","","","",""
"6363","","","","","","","","","","","","","64.69916534423828","64.69916534423828","64.69916534423828","","","","","","","","",""
"6381","67.99541854858398","67.07917022705078","68.91166687011719","","","","","","","","","","","","","","","","","","","","",""
"6382","68.83583068847656","68.83583068847656","68.83583068847656","","","","","","","","","","","","","","","","","","","","",""
"6434","","","","","","","64.36499786376953","64.36499786376953","64.36499786376953","64.06749725341797","64.06749725341797","64.06749725341797","","","","","","","","","","","",""
"6435","","","","","","","","","","","","","","","","67.75916290283203","67.75916290283203","67.75916290283203","67.7441635131836","67.7441635131836","67.7441635131836","67.12083435058594","67.12083435058594","67.12083435058594"
"6565","","","","","","","","","","","","","64.78416442871094","64.78416442871094","64.78416442871094","","","","","","","","",""
"6571","","","","","","","64.41500091552734","64.41500091552734","64.41500091552734","64.20417022705078","64.20417022705078","64.20417022705078","","","","","","","","","","","",""
"6572","","","","","","","","","","","","","","","","68.31583404541016","68.31583404541016","68.31583404541016","67.72000122070312","67.72000122070312","67.72000122070312","67.71749877929688","67.71749877929688","67.71749877929688"
"6578","67.875","67.09166717529297","68.65833282470703","","","","","","","","","","","","","","","","","","","","",""
"6579","69.55916595458984","69.55916595458984","69.55916595458984","","","","","","","","","","","","","","","","","","","","",""
"6702","","","","","","","","","","","","","65.59833526611328","65.59833526611328","65.59833526611328","","","","","","","","",""
"6710","68.67416763305664","67.63916778564453","69.70916748046875","","","","","","","","","","","","","","","","","","","","",""
"6711","68.74583435058594","68.74583435058594","68.74583435058594","","","","","","","","","","","","","","","","","","","","",""
"6773","","","","","","","63.64583206176758","63.64583206176758","63.64583206176758","63.619998931884766","63.619998931884766","63.619998931884766","","","","","","","","","","","",""
"6774","","","","","","","","","","","","","","","","68.37999725341797","68.37999725341797","68.37999725341797","67.20083618164062","67.20083618164062","67.20083618164062","67.01667022705078","67.01667022705078","67.01667022705078"
"6904","","","","","","","","","","","","","64.7066650390625","64.7066650390625","64.7066650390625","","","","","","","","",""
"6907","68.56999969482422","67.9383316040039","69.20166778564453","","","","","","","","","","","","","","","","","","","","",""
"6908","68.69416809082031","68.69416809082031","68.69416809082031","","","","","","","","","","","","","","","","","","","","",""
"6910","","","","","","","64.6683349609375","64.6683349609375","64.6683349609375","64.04000091552734","64.04000091552734","64.04000091552734","","","","","","","","","","","",""
"6911","","","","","","","","","","","","","","","","68.28250122070312","68.28250122070312","68.28250122070312","67.03083038330078","67.03083038330078","67.03083038330078","67.44833374023438","67.44833374023438","67.44833374023438"
"7039","68.53250122070312","68.07749938964844","68.98750305175781","","","","","","","","","","","","","","","","","","","","",""
"7040","69.41999816894531","69.41999816894531","69.41999816894531","","","","","","","","","","","","","","","","","","","","",""
"7041","","","","","","","","","","","","","65.2699966430664","65.2699966430664","65.2699966430664","","","","","","","","",""
"7112","","","","","","","64.12333679199219","64.12333679199219","64.12333679199219","63.8033332824707","63.8033332824707","63.8033332824707","","","","","","","","","","","",""
"7113","","","","","","","","","","","","","","","","69.04750061035156","69.04750061035156","69.04750061035156","67.42666625976562","67.42666625976562","67.42666625976562","67.95417022705078","67.95417022705078","67.95417022705078"
"7236","68.95791625976562","68.02083587646484","69.8949966430664","","","","","","","","","","","","","","","","","","","","",""
"7237","69.07166290283203","69.07166290283203","69.07166290283203","","","","","","","","","","","","","","","","","","","","",""
"7243","","","","","","","","","","","","","64.38666534423828","64.38666534423828","64.38666534423828","","","","","","","","",""
"7249","","","","","","","64.56583404541016","64.56583404541016","64.56583404541016","63.999168395996094","63.999168395996094","63.999168395996094","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","","","","67.80583190917969","67.80583190917969","67.80583190917969","68.26750183105469","68.26750183105469","68.26750183105469","68.336669921875","68.336669921875","68.336669921875"
"7368","69.1662483215332","69.01499938964844","69.31749725341797","","","","","","","","","","","","","","","","","","","","",""
"7369","70.13333129882812","70.13333129882812","70.13333129882812","","","","","","","","","","","","","","","","","","","","",""
"7380","","","","","","","","","","","","","64.39666748046875","64.39666748046875","64.39666748046875","","","","","","","","",""
"7451","","","","","","","64.15750122070312","64.15750122070312","64.15750122070312","64.7074966430664","64.7074966430664","64.7074966430664","","","","","","","","","","","",""
"7452","","","","","","","","","","","","","","","","68.37249755859375","68.37249755859375","68.37249755859375","67.038330078125","67.038330078125","67.038330078125","67.13749694824219","67.13749694824219","67.13749694824219"
"7565","69.33625030517578","69.211669921875","69.46083068847656","","","","","","","","","","","","","","","","","","","","",""
"7566","70.21833038330078","70.21833038330078","70.21833038330078","","","","","","","","","","","","","","","","","","","","",""
"7582","","","","","","","","","","","","","64.94833374023438","64.94833374023438","64.94833374023438","","","","","","","","",""
"7588","","","","","","","64.25416564941406","64.25416564941406","64.25416564941406","64.77666473388672","64.77666473388672","64.77666473388672","","","","","","","","","","","",""
"7589","","","","","","","","","","","","","","","","68.68333435058594","68.68333435058594","68.68333435058594","67.88249969482422","67.88249969482422","67.88249969482422","68.1058349609375","68.1058349609375","68.1058349609375"
"7697","69.49916458129883","69.47166442871094","69.52666473388672","","","","","","","","","","","","","","","","","","","","",""
"7698","71.06916809082031","71.06916809082031","71.06916809082031","","","","","","","","","","","","","","","","","","","","",""
"7719","","","","","","","","","","","","","64.98583221435547","64.98583221435547","64.98583221435547","","","","","","","","",""
"7790","","","","","","","63.630001068115234","63.630001068115234","63.630001068115234","64.60333251953125","64.60333251953125","64.60333251953125","","","","","","","","","","","",""
"7791","","","","","","","","","","","","","","","","69.43583679199219","69.43583679199219","69.43583679199219","67.22250366210938","67.22250366210938","67.22250366210938","67.41416931152344","67.41416931152344","67.41416931152344"
"7894","69.42000198364258","69.30333709716797","69.53666687011719","","","","","","","","","","","","","","","","","","","","",""
"7895","70.27166748046875","70.27166748046875","70.27166748046875","","","","","","","","","","","","","","","","","","","","",""
"7921","","","","","","","","","","","","","64.59333038330078","64.59333038330078","64.59333038330078","","","","","","","","",""
"7927","","","","","","","65.1258316040039","65.1258316040039","65.1258316040039","64.225830078125","64.225830078125","64.225830078125","","","","","","","","","","","",""
"7928","","","","","","","","","","","","","","","","69.82166290283203","69.82166290283203","69.82166290283203","67.5058364868164","67.5058364868164","67.5058364868164","66.83999633789062","66.83999633789062","66.83999633789062"
"8026","68.6087532043457","68.4433364868164","68.774169921875","","","","","","","","","","","","","","","","","","","","",""
"8027","69.87666320800781","69.87666320800781","69.87666320800781","","","","","","","","","","","","","","","","","","","","",""
"8058","","","","","","","","","","","","","64.95333099365234","64.95333099365234","64.95333099365234","","","","","","","","",""
"8129","","","","","","","63.8033332824707","63.8033332824707","63.8033332824707","63.95500183105469","63.95500183105469","63.95500183105469","","","","","","","","","","","",""
"8130","","","","","","","","","","","","","","","","69.73999786376953","69.73999786376953","69.73999786376953","68.97666931152344","68.97666931152344","68.97666931152344","68.21666717529297","68.21666717529297","68.21666717529297"
"8223","69.47333145141602","68.74749755859375","70.19916534423828","","","","","","","","","","","","","","","","","","","","",""
"8224","69.46666717529297","69.46666717529297","69.46666717529297","","","","","","","","","","","","","","","","","","","","",""
"8260","","","","","","","","","","","","","64.85832977294922","64.85832977294922","64.85832977294922","","","","","","","","",""
"8266","","","","","","","63.80583190917969","63.80583190917969","63.80583190917969","","","","","","","","","","","","","","",""
"8267","","","","","","","","","","","","","","","","69.48332977294922","69.48332977294922","69.48332977294922","68.9183349609375","68.9183349609375","68.9183349609375","68.26667022705078","68.26667022705078","68.26667022705078"
"8355","69.57250213623047","69.40750122070312","69.73750305175781","","","","","","","","","","","","","","","","","","","","",""
"8356","70.07666778564453","70.07666778564453","70.07666778564453","","","","","","","","","","","","","","","","","","","","",""
"8397","","","","","","","","","","","","","63.768333435058594","63.768333435058594","63.768333435058594","","","","","","","","",""
"8468","","","","","","","64.09583282470703","64.09583282470703","64.09583282470703","","","","","","","","","","","","","","",""
"8469","","","","","","","","","","","","","","","","69.06083679199219","69.06083679199219","69.06083679199219","67.46416473388672","67.46416473388672","67.46416473388672","66.89250183105469","66.89250183105469","66.89250183105469"
"8552","69.5533332824707","68.45916748046875","70.64749908447266","","","","","","","","","","","","","","","","","","","","",""
"8553","70.40249633789062","70.40249633789062","70.40249633789062","","","","","","","","","","","","","","","","","","","","",""
"8599","","","","","","","","","","","","","64.02666473388672","64.02666473388672","64.02666473388672","","","","","","","","",""
"8605","","","","","","","64.65750122070312","64.65750122070312","64.65750122070312","","","","","","","","","","","","","","",""
"8606","","","","","","","","","","","","","","","","69.26249694824219","69.26249694824219","69.26249694824219","68.73583221435547","68.73583221435547","68.73583221435547","68.27916717529297","68.27916717529297","68.27916717529297"
"8684","69.95333099365234","69.11166381835938","70.79499816894531","","","","","","","","","","","","","","","","","","","","",""
"8685","70.96416473388672","70.96416473388672","70.96416473388672","","","","","","","","","","","","","","","","","","","","",""
"8736","","","","","","","","","","","","","64.14749908447266","64.14749908447266","64.14749908447266","","","","","","","","",""
"8807","","","","","","","64.15833282470703","64.15833282470703","64.15833282470703","","","","","","","","","","","","","","",""
"8808","","","","","","","","","","","","","","","","70.399169921875","70.399169921875","70.399169921875","68.81749725341797","68.81749725341797","68.81749725341797","68.19166564941406","68.19166564941406","68.19166564941406"
"8881","69.57583618164062","69.0425033569336","70.10916900634766","","","","","","","","","","","","","","","","","","","","",""
"8882","70.92250061035156","70.92250061035156","70.92250061035156","","","","","","","","","","","","","","","","","","","","",""
"8944","","","","","","","63.57500076293945","63.57500076293945","63.57500076293945","","","","","","","","","","","","","","",""
"8945","","","","","","","","","","","","","","","","69.82416534423828","69.82416534423828","69.82416534423828","67.97416687011719","67.97416687011719","67.97416687011719","68.30916595458984","68.30916595458984","68.30916595458984"
"9013","69.9275016784668","69.31083679199219","70.5441665649414","","","","","","","","","","","","","","","","","","","","",""
"9014","70.94083404541016","70.94083404541016","70.94083404541016","","","","","","","","","","","","","","","","","","","","",""
"9146","","","","","","","63.93083190917969","63.93083190917969","63.93083190917969","","","","","","","","","","","","","","",""
"9147","","","","","","","","","","","","","","","","70.27999877929688","70.27999877929688","70.27999877929688","68.75916290283203","68.75916290283203","68.75916290283203","67.3933334350586","67.3933334350586","67.3933334350586"
"9210","69.77291870117188","69.20500183105469","70.34083557128906","","","","","","","","","","","","","","","","","","","","",""
"9211","71.23416900634766","71.23416900634766","71.23416900634766","","","","","","","","","","","","","","","","","","","","",""
"9283","","","","","","","63.93083190917969","63.93083190917969","63.93083190917969","","","","","","","","","","","","","","",""
"9284","","","","","","","","","","","","","","","","70.54582977294922","70.54582977294922","70.54582977294922","69.40833282470703","69.40833282470703","69.40833282470703","68.48833465576172","68.48833465576172","68.48833465576172"
"9342","70.3941650390625","69.63583374023438","71.15249633789062","","","","","","","","","","","","","","","","","","","","",""
"9343","71.42166900634766","71.42166900634766","71.42166900634766","","","","","","","","","","","","","","","","","","","","",""
"9485","","","","","","","64.24500274658203","64.24500274658203","64.24500274658203","","","","","","","","","","","","","","",""
"9486","","","","","","","","","","","","","","","","70.6675033569336","70.6675033569336","70.6675033569336","69.45166778564453","69.45166778564453","69.45166778564453","68.51166534423828","68.51166534423828","68.51166534423828"
"9539","69.9091682434082","68.8933334350586","70.92500305175781","","","","","","","","","","","","","","","","","","","","",""
"9540","70.30750274658203","70.30750274658203","70.30750274658203","","","","","","","","","","","","","","","","","","","","",""
"9622","","","","","","","64.14666748046875","64.14666748046875","64.14666748046875","","","","","","","","","","","","","","",""
"9623","","","","","","","","","","","","","","","","70.05416870117188","70.05416870117188","70.05416870117188","69.96499633789062","69.96499633789062","69.96499633789062","69.20249938964844","69.20249938964844","69.20249938964844"
"9671","70.02041625976562","69.86083221435547","70.18000030517578","","","","","","","","","","","","","","","","","","","","",""
"9672","71.27666473388672","71.27666473388672","71.27666473388672","","","","","","","","","","","","","","","","","","","","",""
"9824","","","","","","","64.33416748046875","64.33416748046875","64.33416748046875","","","","","","","","","","","","","","",""
"9825","","","","","","","","","","","","","","","","71.40083312988281","71.40083312988281","71.40083312988281","69.71583557128906","69.71583557128906","69.71583557128906","68.2925033569336","68.2925033569336","68.2925033569336"
"9868","69.69083404541016","69.68000030517578","69.70166778564453","","","","","","","","","","","","","","","","","","","","",""
"9869","70.4749984741211","70.4749984741211","70.4749984741211","","","","","","","","","","","","","","","","","","","","",""
"9961","","","","","","","63.95833206176758","63.95833206176758","63.95833206176758","","","","","","","","","","","","","","",""
"9962","","","","","","","","","","","","","","","","70.13999938964844","70.13999938964844","70.13999938964844","69.22250366210938","69.22250366210938","69.22250366210938","68.8316650390625","68.8316650390625","68.8316650390625"
"10000","69.60333633422852","69.58333587646484","69.62333679199219","","","","","","","","","","","","","","","","","","","","",""
"10001","71.58416748046875","71.58416748046875","71.58416748046875","","","","","","","","","","","","","","","","","","","","",""
"10163","","","","","","","64.25666809082031","64.25666809082031","64.25666809082031","","","","","","","","","","","","","","",""
"10164","","","","","","","","","","","","","","","","69.61166381835938","69.61166381835938","69.61166381835938","68.88999938964844","68.88999938964844","68.88999938964844","68.33000183105469","68.33000183105469","68.33000183105469"
"10197","69.94624710083008","69.48332977294922","70.40916442871094","","","","","","","","","","","","","","","","","","","","",""
"10198","71.1500015258789","71.1500015258789","71.1500015258789","","","","","","","","","","","","","","","","","","","","",""
"10301","","","","","","","","","","","","","","","","71.10749816894531","71.10749816894531","71.10749816894531","69.20333099365234","69.20333099365234","69.20333099365234","69.00499725341797","69.00499725341797","69.00499725341797"
"10329","69.54750061035156","69.07833099365234","70.01667022705078","","","","","","","","","","","","","","","","","","","","",""
"10330","71.59750366210938","71.59750366210938","71.59750366210938","","","","","","","","","","","","","","","","","","","","",""
"10503","","","","","","","","","","","","","","","","69.88833618164062","69.88833618164062","69.88833618164062","","","","","",""
"10526","70.10124969482422","69.26499938964844","70.9375","","","","","","","","","","","","","","","","","","","","",""
"10527","71.85250091552734","71.85250091552734","71.85250091552734","","","","","","","","","","","","","","","","","","","","",""
"10571","","","","","","","","","","","","","","","","","","","68.74083709716797","68.74083709716797","68.74083709716797","","",""
"10640","","","","","","","","","","","","","","","","69.90583038330078","69.90583038330078","69.90583038330078","","","","","",""
"10658","69.94124984741211","69.32833099365234","70.55416870117188","","","","","","","","","","","","","","","","","","","","",""
"10659","70.75499725341797","70.75499725341797","70.75499725341797","","","","","","","","","","","","","","","","","","","","",""
"10698","","","","","","","","","","","","","","","","","","","","","","67.52833557128906","67.52833557128906","67.52833557128906"
"10773","","","","","","","","","","","","","","","","","","","69.4574966430664","69.4574966430664","69.4574966430664","","",""
"10835","","","","","","","","","","","","","","","","","","","","","","69.4191665649414","69.4191665649414","69.4191665649414"
"10842","","","","","","","","","","","","","","","","70.42416381835938","70.42416381835938","70.42416381835938","","","","","",""
"10855","69.87666702270508","68.61083221435547","71.14250183105469","","","","","","","","","","","","","","","","","","","","",""
"10856","70.99500274658203","70.99500274658203","70.99500274658203","","","","","","","","","","","","","","","","","","","","",""
"10910","","","","","","","","","","","","","","","","","","","69.8116683959961","69.8116683959961","69.8116683959961","","",""
"10987","69.97000122070312","69.3116683959961","70.62833404541016","","","","","","","","","","","","","","","","","","","","",""
"10988","70.81916809082031","70.81916809082031","70.81916809082031","","","","","","","","","","","","","","","","","","","","",""
"11037","","","","","","","","","","","","","","","","","","","","","","68.7249984741211","68.7249984741211","68.7249984741211"
"11045","","","","","","","","","","","","","","","","69.48833465576172","69.48833465576172","69.48833465576172","","","","","",""
"11112","","","","","","","","","","","","","","","","","","","69.83416748046875","69.83416748046875","69.83416748046875","","",""
"11174","","","","","","","","","","","","","","","","","","","","","","69.46583557128906","69.46583557128906","69.46583557128906"
"11182","","","","","","","","","","","","","","","","69.80750274658203","69.80750274658203","69.80750274658203","","","","","",""
"11184","70.10499954223633","69.43333435058594","70.77666473388672","","","","","","","","","","","","","","","","","","","","",""
"11185","71.46916961669922","71.46916961669922","71.46916961669922","","","","","","","","","","","","","","","","","","","","",""
"11249","","","","","","","","","","","","","","","","","","","70.31749725341797","70.31749725341797","70.31749725341797","","",""
"11316","70.24708557128906","69.34416961669922","71.1500015258789","","","","","","","","","","","","","","","","","","","","",""
"11317","70.71499633789062","70.71499633789062","70.71499633789062","","","","","","","","","","","","","","","","","","","","",""
"11376","","","","","","","","","","","","","","","","","","","","","","69.350830078125","69.350830078125","69.350830078125"
"11384","","","","","","","","","","","","","","","","70.15166473388672","70.15166473388672","70.15166473388672","","","","","",""
"11451","","","","","","","","","","","","","","","","","","","69.34500122070312","69.34500122070312","69.34500122070312","","",""
"11513","69.98416900634766","69.0250015258789","70.9433364868164","","","","","","","","","","","","","","","","","","","69.70500183105469","69.70500183105469","69.70500183105469"
"11514","71.33833312988281","71.33833312988281","71.33833312988281","","","","","","","","","","","","","","","","","","","","",""
"11521","","","","","","","","","","","","","","","","70.7316665649414","70.7316665649414","70.7316665649414","","","","","",""
"11588","","","","","","","","","","","","","","","","","","","70.33833312988281","70.33833312988281","70.33833312988281","","",""
"11645","69.88999938964844","69.06500244140625","70.71499633789062","","","","","","","","","","","","","","","","","","","","",""
"11646","71.19499969482422","71.19499969482422","71.19499969482422","","","","","","","","","","","","","","","","","","","","",""
"11715","","","","","","","","","","","","","","","","","","","","","","69.46083068847656","69.46083068847656","69.46083068847656"
"11723","","","","","","","","","","","","","","","","71.69000244140625","71.69000244140625","71.69000244140625","","","","","",""
"11725","","","","","","","","","","","","","","","","","","","70.20166778564453","70.20166778564453","70.20166778564453","","",""
"11732","","","","","","","","","","","","","","","","","","","70.20166778564453","70.20166778564453","70.20166778564453","","",""
"11842","69.93458557128906","69.23416900634766","70.63500213623047","","","","","","","","","","","","","","","","","","","","",""
